id,osoba_od,osoba_do,miejsce_od,miejsce_do,data_start,data_stop,data_txt,name,txt,summary
1187,['Ignacy Jan Paderewski'],['Helena Górska'],Strasburg,,1886-02-28,1886-02-28,"Strasburg, 28 lutego 1886",Do Heleny Górskiej," Okropnie się cieszę z projektu Di&eacute;mera. Daje on możność nie tylko przedstawienia się publiczności, zapoznania Francuz&oacute;w z kilkoma nie najgorszymi polskimi utworami, ale zarazem pozwoli biednemu Dziutusiowi na sprawienie... nowego surduta. O powodzeniu bowiem ani chwili nie wątpię. Gałęzowski, kt&oacute;ry jest taką wpływową w Paryżu osobistością, zaciągnie jakie sto os&oacute;b; Czartoryscy zapewne tę myśl r&oacute;wnież poprą, a reszta się znajdzie. Przepowiadam 2000 frank&oacute;w dochodu, jeżeli miejsca będą po 10 i 5 frank&oacute;w; taniej tego robić nie można &ndash; drożej i owszem. Chciałbym i ja przyjąć udział jako fortepianista w owym koncercie, nie ze względu na chęć popisu, lecz jedynie z tego powodu, że m&oacute;głbym ze swej strony znaleźć garstkę Francuz&oacute;w i nieco &bdquo;innych nacyj&rdquo;, do kt&oacute;rych będę miał polecające listy. Gdyby moja propozycja nie stanęła w poprzek zamiarom Dziutusia, to prosiłbym o zawiadomienie, czy mam sprowadzić Kwartet Nosa i Trio &bdquo;Kąpletne&rdquo;... O odpowiedź proszę zaraz, odwrotną pocztą, bo prawdopodobnie w poniedziałek wyjadę stąd... do Paryża. 
 Pan Di&eacute;mer ani się domyśla, że jego wspaniałemu projektowi zawdzięczam trochę lepszego humoru i ożywienia. Ostatnie dziesięć dni zmasakrowało mię w ohydny spos&oacute;b. Nie sypiam prawie nic, zęby bolą, pracuję jak parobek, a Suita tak jak i była &ndash; nieskończona. Jeżeli jej nie wykończę w Paryżu, to dam spok&oacute;j pisaniu na długo. Czuję się wyczerpanym i zmarnowanym. Proroctwo Kochanego Dziutka, wyrzeczone w zeszłym roku podczas jednego z obiad&oacute;w w Warszawie, jest bliskim urzeczywistnienia. Latka lecą jak szalone. Poza mną nic prawie &ndash; przede mną mniej jeszcze. Podłe to życie, kiedy się już nawet łudzić nie można! 
 Jutro odbędzie się kwartetowy wiecz&oacute;r z powodu wyjazdu pana Zajica do Anglii na jakieś obskurne koncerta, kt&oacute;rymi jednak stara się on tu narobić wiele hałasu. W gruncie rzeczy nie jest to zły drab, tylko strasznie pusty, ograniczony i ambitny. 
 W zeszłą sobotę byłem z nim razem w Karlsruhe, gdzie popisywaliśmy się na koncercie w obecności całego dworu badeńskiego, kt&oacute;rego on jest solistą. Kammer-Virtuose miał naturalnie ogromne powodzenie, ale i ja nie zrobiłem fiasco. Książątko, kt&oacute;re dość sympatycznie wygląda, rozmawiało ze mną z kwadrans, wypytywało o Polskę i powiedziało &bdquo;Wir hoffen, Sie bald wieder hier zu h&ouml;ren&rdquo;... Daj Boże! W takim razie zarobię coś, tym razem bowiem grałem darmo. 
 Do widzenia! O list proszę 
 Ignacy 
 &nbsp; 
 [PS] Jutro od &oacute;smej sześć godzin lekcji, pr&oacute;ba koncertu, a wieczorem popis. Łajdaki rzępolą bez litości! Piana nie można się doprosić. Przeczułem ja radę drogiej Pani i we wtorek jeszcze posłałem Zarzyckiemu kartę. ",
1188,['Ignacy Jan Paderewski'],['Helena Górska'],Strasburg,,1886-03-01,1886-03-01,"Strasburg, [po 29 lutego 18]86",Do Heleny Górskiej," Piszę kr&oacute;tko, ponieważ niezdr&oacute;w jestem i czasu mam niewiele. Za parę dni przyślę dłuższą o moim występie relację, tymczasem donoszę, że grałem niekt&oacute;re rzeczy wcale przyzwoicie i byłbym grał świetnie, gdyby nie fatalnie rozstrojony fortepian, kt&oacute;ry mię do wściekłości doprowadzał. Krytyki może Państwa zainteresują, więc je dołączam. Głupie... ale pochlebne... dla fortepianisty. Pozdrawiam serdecznie. Co słychać? 
 Ignacy ",
1189,['Ignacy Jan Paderewski'],['Helena Górska'],Strasburg,,1886-03-15,1886-03-15,"Strasburg, 15 marca [18]86",Do Heleny Górskiej," Nie pisałem wprawdzie do Stock[hausena], ale go już uprzedziła pani Scheurer o &bdquo;chorobie siostry&rdquo;, cały więc Strasburg wiedział o tym i ubolewał nad moją przygodą. Stock[hausen] zaniepokojony o losy uczennic telegrafował nawet do Bocka, skąd mu odpowiedziano: &bdquo;P[aderewski] in Strasburg am Conservatorium&rdquo;. Możecie sobie Państwo wyobrazić, jak go to pocieszyło. Obecnie muszę na wszystkie strony opowiadać tę śliczną bajeczkę i wściekam się jak przed rokiem, gdy mię pytano o Konrada . Trudna rada! Trzeba być konsekwentnym i grać komedię, jak można najlepiej. 
 Nie przychodzi mi to, niestety, trudno, gdyż powr&oacute;ciłem i smutny, i zadumany jak indyk, kt&oacute;remu już łeb ucięto. Choroba Pani, zaw&oacute;d z powodu Marsicka, a także i brak pieniędzy bolały mię już w Paryżu, tu zaś zastałem przykre nowiny. Ojciec m&oacute;j jest w strasznych kłopotach, nie ma za co chłopc&oacute;w w szkołach utrzymać, biedny zaś Rutkoś niebezpiecznie chory, dwa razy już zwoływano do niego konsylium. Sam pisze, &bdquo;chciałbym jeszcze pożyć troszkę&rdquo;, a Kerntopfowie donoszą, że źle z nim bardzo. Okropnie mi żal tego poczciwca! 
 Zastałem tu także list od kochanego Winkla. Pisze on, że telegrafował do Pani w dniu imienin, lecz mu odpowiedziano &bdquo;Madame G&oacute;rska rue Franclin inconnue&rdquo;. Na dow&oacute;d dołączył ową odpowiedź i ja też ją Pani posyłam. Z Wallenrodem sprawa skończona. Przed paru dniami Ż[eleński] przysłał 600 marek za tłumaczenie, W[inklewski] zaś zrzekł się wszelkich praw do tantiemy na przyszłość. 
 Dziś piszę do Ojca po milion plastr&oacute;w. Ciekawym bardzo, czy mu nasz projekt wyda się tak świetnym, jak go sobie przedstawiamy. Dobrze by było, gdyby Państwo pogadali o tym z Ochorowiczem. On wie, w jaki spos&oacute;b uzyskuje się prawo własności na wszelkiego rodzaju wynalazki. Z aptekarzem trzeba może być trochę ostrożnym. 
 Zapytywałem się już tutaj o weksel. Ustąpić go można każdemu i wszędzie, tylko procedura cała trwa znacznie dłużej niż z wekslami miejscowymi. Niebezpieczeństwo tedy nie bardzo groźne. W każdym razie należy zrobić akt fikcyjnej sprzedaży na rzecz panny Marii, nie donosząc jednak o tym gospodarzowi, bo z jego strony mogą być pewne trudności. Do dokumentu na zwyczajnym papierze wystarczy przylepienie marki. 
 Zimno tutaj, w moim pokoju sypialnym zimniej niż na &bdquo;g&oacute;rze&rdquo;, a i w &bdquo;salonie&rdquo; palce kostnieją przy pisaniu. Czy też Pani siedzi przykładnie w domu? Proszę pamiętać o obietnicy &ndash; w dzień odwiedzać czasami Landowskiego, wieczorami nie wychodzić wcale, opalać sypialny pokoik i robić inhalacje. 
 Jakże tam z Zamojskimi? Czy nie był jeszcze Sarasate albo jego piętaszek? 
 Wbrew oczekiwaniu nie otrzymałem żadnego listu od &bdquo;zacnych braterstwa&rdquo;. 
 Ignacy 
 &nbsp; 
 Jutro przyjeżdża tu Auer, będzie grał koncert Goldmarka w środę. Okropnie się cieszę z możności poznania nowej kompozycji. ",
1190,['Ignacy Jan Paderewski'],"['Helena Górska', 'Władysław Górski']",Strasburg,,1886-03-26,1886-03-26,"Strasburg, 26 marca [18]86",Do Heleny i Władysława Górskich," W chwili gdy to piszę, Państwo zapewne w najlepsze ziewacie na wielkim raucie u Godebskich. Dziutuś już odegrał Koncert Wieniawskiego i &ndash; syty chwały a kompliment&oacute;w wielkiego Liszta &ndash; marzy z lubością o rozkoszach ukrytych pod kosztowną billancourtską zasłoną. Pani słucha przyjemnej rozmowy pana Jasiewicza i myśli o... warszawskim Żydzie, a ja piszę i o wszystkim myślę po trosze. 
 Zeszły tydzień obfitował w pewne wrażenia artystyczne, był bowiem Auer i poznałem się z pewnym znanym już w Paryżu i Niemczech fortepianistą Blumerem. W tym zaś tygodniu mam moc obiad&oacute;w proszonych i wieczor&oacute;w i, jak zwykle, trudno mi się od nich wykręcić. 
 Auer grał koncert Goldmarka, kompozycję ani oryginalną, ani wdzięczną, ale dobrze instrumentowaną i bardzo monotonną. Gra jego tym razem mniej mi się podobała. Słodka, ckliwa, mdła nawet, choć wykończona po mistrzowsku. Z drobnych rzeczy, do kt&oacute;rych mu akompaniowałem, dość mi się podobała Berceuse Cui. Powodzenie miał duże, nie większe jednak od tego, jakie ja miałem dzięki koncertowi Saint-Sa&euml;nsa. Nie poznalibyście teraz Auera, tak się zmienił, wyłysiał i zżydział. 
 Blumer dawał niedawno koncert w Paryżu u Erarda, grał także u Lemoine&rsquo;a. Zapoznał się on ze mną gł&oacute;wnie dla Wariacji , kt&oacute;re słyszał na koncercie Es[sipowej] i kt&oacute;re raz jeszcze chciał w moim wykonaniu usłyszeć. Grałem mu obie serie i &ndash; o dziwo! druga mu się więcej podobała. Dodałem tam wprawdzie jedną wariację, nie przypuszczam jednak, ażeby ona gł&oacute;wnie się przyczyniła do tego wrażenia. Musiałem przyzwoicie je wykonać! 
 Przed tygodniem miałem list z New Yorku od fortepianisty Lamberta, kt&oacute;ry mi pisze entuzjastyczne o Wariacjach pochwały i prosi o szczeg&oacute;ły biograficzne, gdyż chce mię dać poznać amerykańskiej publiczności. Nie odpisałem mu jeszcze, bo nie mam czasu, choć właściwie nic nie robię. 
 M&oacute;wiłem Państwu już kilka razy o pewnej staruszce, pani , kt&oacute;ra mi za muzykę płaci 50 fenig&oacute;w. Ta poczciwa przysłała mi, w kilka dni po moim powrocie, dwie butelki chartreuse&rsquo;y i 50, ale marek, z bardzo serdecznym listem. Chodziłem do niej, prosiłem, ażeby wzięła z powrotem &ndash; na nic się to nie zdało &ndash; musiałem przyjąć. W kilka dni c&oacute;rka jej przysyła mi 100 marek, niby za zagranie na wieczorze, ale te już odesłałem, bo domyśliłem się celu. Ci poczciwi ludzie chcieli mi w ten spos&oacute;b pokryć koszta poniesione na podr&oacute;ż... do Berlina. Widocznie Stock[hausen] powiedział im, że 150 m[arek] pożyczyłem od niego (właściwie na zapłacenie polisy) po powrocie &bdquo;od chorej siostry&rdquo;. 
 Nic nie piszę, nic nie grywam, chodzę tylko po obiadach, kt&oacute;rych nie trawię, i po lekcjach, kt&oacute;re prawdopodobnie w tym miesiącu przyniosą mi około 150 m[arek], jeżeli uczennice nie raczą chorować. 
 Co u Państwa słychać? Ciapcię i panią Marię proszę serdecznie pozdrowić. Pisał Jasieński z Neapolu. Szczęśliwy, że może tam &lt;pr&oacute;żnować&gt;. 
 Ignacy ",
1191,['Ignacy Jan Paderewski'],"['Helena Górska', 'Władysław Górski']",Strasburg,,1886-04-15,1886-04-15,"Strasburg, [przed 15 kwietnia 18]86, sobota",Do Heleny i Władysława Górskich," Wczoraj spotkała mię bardzo miła niespodzianka. W południe zjawił się Stock[hausen] z telegramem od Rubinsteina, kt&oacute;ry go zapraszał na obiad na stacji kolei żelaznej. Nie byłem wprawdzie proszony, ale skorzystałem ze sposobności przepędzenia kilku godzin w towarzystwie najgenialniejszego muzyka z żyjących. Rubinstein się bardzo zdziwił, ujrzawszy mię w Stras[burgu]. Zapytywał mię o nowe rzeczy (niby kompozycje), jak r&oacute;wnież o to, czy mam dość czasu dla samego siebie. Niestety! Na oba pytania nie mogłem dać przyzwoitej odpowiedzi. 
 Rubin[stein] jest już obecnie w Paryżu, mieszka w H&ocirc;tel du Helder. Dobrze by było, gdyby Dziutuś zechciał p&oacute;jść do niego, przypomnieć mu się i zapytać o jaką posadę. Ten człowiek ma dobrą pamięć, zacne serce, a może zrobić nie mniej od Sarasatego. 
 W końcu Wielkiego Tygodnia przyjadę zapewne zn&oacute;w na kilka dni, więc może razem p&oacute;jdziemy. Trzeba się ruszać, bo wiosna tuż-tuż, a pieniądze hen-hen. 
 Wczoraj wyczytałem wiadomość, że w Rotterdamie jest posada Concert majstra [sic!] do objęcia. 20 godzin lekcji skrzypcowych i ensembl&oacute;w, grywanie w koncertach i kwartetach, na kt&oacute;re szczeg&oacute;lny kładą nacisk &ndash; za 3000 marek rocznie. Dyrektorem tego zakładu jest kompozytor Gersheim, do niego trzeba zgłaszać się piśmiennie. Termin składania ofert upływa 15 kwietnia. Adres: Professor Gersheim, Direktor der Gesel[l]- schaft zur Bef&ouml;rderung der Tonkunst in Rotterdam . 
 Jeżeli jest Sarasate albo Gold[schmidt] w Paryżu, to niech Pani wystara się o jakiś list i proszę natychmiast pisać do Gersheima. 3000 marek w Rotter[damie] więcej znaczą niż 6000 frank&oacute;w w Paryżu. 
 U mnie nic nowego. Lekcje i lekcje, obiady i wieczory, a opr&oacute;cz tego pr&oacute;by z koncert&oacute;w uczniowskich, kt&oacute;re się odbywają co środa. Nic nie piszę, chyba już tutaj pisać nie będę. Ach! Żeby to te wakacje prędzej nastąpiły! 
 Czemu Państwo tacy na mnie niełaskawi? Czy to brak czasu, czy też zwykły pi&oacute;rowstręt? 
 Kłaniam się wszystkim wdzięcznie 
 Ignacy ",
1193,['Ignacy Jan Paderewski'],"['Helena Górska', 'Władysław Górski']",Strasburg,,1886-04-20,1886-04-20,"Strasburg, 20 kwietnia [18]86",Do Heleny i Władysława Górskich," Nieładnie się spisałem. Już tydzień blisko, jak napisałem był list do Państwa, i przez cały ten tydzień przechowywał się on w kieszeni mojej kurtki. Dziś odnalazłem zbrodniarza, ale go nie posyłam, bo strasznie jakiś ponury. Wolę w kilku słowach opowiedzieć, jak wyglądał. Skarżyłem się na wszystko i na wszystkich, a szczeg&oacute;lniej na ten wpływ haniebny, jaki Strasburg na mnie wywiera. Rzeczywiście, pobyt tutaj dłuższy jest dla mnie niemożliwym. Stracę wszystkie dobre popędy, a zyskam chyba tylko tyle, że mię alzacka kuchnia utuczy. Nie jest to zn&oacute;w tak świetna perspektywa, ażeby dla niej tracić wszystkie artystyczne iluzje. 
 W czwartek albo piątek przyjeżdżam do Paryża wraz... z plastrem, kt&oacute;rego aż cztery pudełka Ojciec mi przysłał. Na kolei proszę mnie nie spotykać, bo po pierwsze, to kosztuje, a po wt&oacute;re, nie jestem jeszcze pewnym dnia wyjazdu. 
 Ciekawym bardzo, co my też zrobimy z tym specyfikiem? Czy się uda sprzedać go jakiemu przedsiębiorcy, czy też wypadnie roznosić go samemu po bulwarach? Pieniądze by się przydały, Państwu bardziej jeszcze niż mnie, trzeba więc będzie zakręcić się energicznie. 
 Essipowa grała zn&oacute;w Wariacje w Wiedniu, na koncercie własnym, urządzonym bardzo wspaniale, bo ze wsp&oacute;łudziałem Richterowskiej orkiestry. Podobno i tam się one bardzo podobały. Smutno mi! Bo oto już rok upłynął, a ja nic nie napisałem podobnego ani nawet słabszego od tej kompozycji. Nad Preludium do Suity mozolę się ciągle i bezskutecznie, a do nowych wariacji doprawdy nie mam czasu. 
 I mnie smutno, i Państwu teraz ciężko, znajomym i bliskim także bieda dokucza. Źle na świecie! Ale co tam! Za kilka dni będziemy się zn&oacute;w łudzić projektami, pocieszać zamkami na lodzie, kt&oacute;re język, ten wielki budowniczy, wspaniale stawiać potrafi. 
 Do widzenia więc 
 Ignacy ",
1192,['Ignacy Jan Paderewski'],['Jan Paderewski'],Strasburg,,1886-04-20,1886-04-20,"[Strasburg, przed 20 kwietnia 1886]",Do Ojca," Drogi Ojcze! 
 Odebrałem dziś pudełko z &bdquo;cudownym plastrem&rdquo;, ale bez przepisu. Okoliczność ta nie pozwoli na szukanie swobodne nabywc&oacute;w, bo w istocie mniej im będzie chodziło o te kilka pudełek niż o przepis, według kt&oacute;rego robić mogą lekarstwo masami. Nie zraża mię to jednak i jutro wybieram się do Paryża wraz z paczką. Może co z tego i teraz będzie. W każdym razie proszę Cię, m&oacute;j drogi, o przysłanie przepisu odwrotną pocztą do Paryża pod adresem: Paris, Avenue Kl&eacute;ber N 93. Paderewski. 
 U mnie zresztą niewiele nowego. Pracuję nad mymi osłami w konserwatorium, grywam trochę, ponieważ chcę w lecie kilka koncert&oacute;w urządzić, a piszę mało, prawie nic. Z dawniejszych kompozycji kilka teraz zjednało sobie uznanie, do czego gł&oacute;wnie przyczyniła się poczciwa Essipowa, grywając je w koncertach. Ostatnim razem grała ona zn&oacute;w moje Wariacje w Wiedniu i podobno bardzo się one podobały. 
 Od staruszki ani słychu, ani wieści. Nie wiem, co się tam porobiło. W każdym razie nie musi ona być bardzo chora, boby mi o tym natychmiast doniesiono. 
 Jak tam ze zdrowiem Was wszystkich? Czy się Fredziuś nauczył czytać? 
 Ściskam Was i całuję z całego serca 
 Ignacy 
 &nbsp; 
 [PS] Wesołych Świąt i wszelkich pomyślności. 
 Niemiła przygoda, a raczej niebezpieczeństwo, z jakiego Cię B&oacute;g wyratował, okropnego nabawiło mię strachu. Jeszcze dziś, gdy pomyślę, że nieraz, drogi Ojcze, jeździsz po nocy, przykro mi bardzo. Byłoby dobrze zaprzestać raz na zawsze wszelkich nocnych wyjazd&oacute;w. 
 Na zakończenie nowina! W Neczaj&oacute;wce koło Zasławia zabili chłopi &lt;r&oacute;wno&gt; Żyd&oacute;w dla 40 rubli. A co? Żyd&oacute;w &nbsp;&lt;tu coś nie ma&gt;. Ja też tu coś wiem.&nbsp; ",
1194,['Ignacy Jan Paderewski'],"['Helena Górska', 'Władysław Górski']",Strasburg,,1886-05-15,1886-05-15,"Strasburg, 15 maja [18]86",Do Heleny i Władysława Górskich," Zwlekałem trochę z pisaniem, ponieważ nie miałem jeszcze tych oto dwu papierk&oacute;w i nie byłem dobrej myśli. Dziś jestem bogaty, wesoły i got&oacute;w bym nawet napisać panegiryk na cześć Stockhausena i... Giacomellego. To jest jakiś bardzo rozumny człowiek! Jeżeli mu B&oacute;g dał tyle uczciwości, ile rozumu, a diabeł odpowiednią ilość pieniędzy, to może dotrzyma obietnicy i z nasępionego Dziutusia zrobi jarzącą gwiazdę. Czas by już na to. Za tyle lat biedy i pracy należy mu się choć to, co posiadają lada miernotki &ndash; spokojny kawał chleba, bez troski o jutro i obawy &nbsp; kapelusza. 
 Ciekawy jestem niezmiernie wiadomości o środzie, będzie to bowiem chyba dzień rozstrzygający, stanowczy. Trzeba grać Romanse Wagnera i Swendsena. Mazurki Wieniawskiego i Zarzyckiego, Arię , Serenadę i Menuet , a gdyby Pani zechciała (?) zaakompaniować, to i Suitę [Franza] Riesa, i Tańce węgierskie . Nocturne lepiej by zostawić na p&oacute;źniej. Daj Boże zdrowie panu Giacomellemu! 
 Mam okropną pracę w konser[watorium], gdyż muszę przygotowywać niekt&oacute;re uczennice do wielkiego uczniowskiego koncertu z orkiestrą. Daję im w domu jeszcze prywatne lekcje, ale nie wiem, czy to się na co przyda. Najzdolniejsza choruje, reszta zaś &ndash; pożal się Boże &ndash; straszne ciemięgi. 
 Pracuję teraz nad ostatecznym Preludium do Suity i mam nadzieję, że się to już raz skończy. Temat znacie Państwo, opracowanie będzie zupełnie inne, prawdopodobnie lepsze od poprzedniego. Wszystko to osądzi najlepiej &bdquo;nasza gwiazda&rdquo;, gdy przyjedzie tu do mnie poświecić trochę. Oczekuję Dziutusia z niecierpliwością i panią Weilową najdalej za dwa tygodnie. A jakie będę miał dobre belgijskie cygarka! Już choćby tylko dla nich przyjechać tu warto. 
 O Brukseli niech Pani nie myśli, bo najlepsze chęci pana Godebskiego na nic się nie zdadzą. Tam potrzeba sławnego i fortepianisty par excellence , ja zaś nie jestem ani jednym, ani drugim. M&oacute;głbym nim jeszcze zostać, ale na to potrzeba pojechać gdzieś ze Strasburga, a przede wszystkim mieć choć 1000 rubli. Zdaje się więc, że nie warto sobie robić iluzji. 
 Co Państwo powiecie o Salamońskim i Noskowskim? Ładna kompanijka, ani słowa. 
 Powodzenia, pomyślnego załatwienia kłopot&oacute;w i Pani szczęśliwej drogi. Czekam na moją małpę, będziemy dwie. 
 Ignacy ",
1195,['Ignacy Jan Paderewski'],"['Helena Górska', 'Władysław Górski']",Strasburg,,1886-05-24,1886-05-24,"Strasburg, 24 maja [18]86",Do Heleny i Władysława Górskich," Mieliśmy tutaj ciepełko! Tylko dwadzieścia ośm stopni w cieniu. W ciągu pięciu dni dusiłem się, omdlewałem na lekcjach, a w najprzytomniejszych chwilach wyrzucałem losowi, iż mnie nie pozwolił być wielorybem. Bo to, proszę ja państwa, nie masz nic na świecie nad stanowisko monarchy m&oacute;rz i ocean&oacute;w. Pominąwszy już to, że żaden z członk&oacute;w tej potężnej dynastii nie chodził w ciasnych butach, nie dawał lekcji i suit nie pisał &ndash; słowem, nie cierpiał, ale jakie jeszcze wygody natura zapewniła każdemu, w jakie dostatki &bdquo;opływają&rdquo; wszyscy! Czy zimno, czy gorąco, wieloryb o to nie dba. Na dnie jego państwa temperatura jednaka, głodu on nie ma, bo śledzie ma na śniadanie, homary na obiad, anchoiwisy [ sic! ] na podwieczorek, a i Jonasz&oacute;w dla rozmaitości B&oacute;g mu nie żałuje. Podr&oacute;że do kraj&oacute;w zamorskich odbywa często, jak magnat jaki, a koral&oacute;w i pereł może mieć więcej niż wszystkie wszetecznice Paryża i Londynu. Szczęśliwy za życia i po śmierci być nim nie przestaje. Ludzie go trochę pogniotą, pokroją, ale c&oacute;ż to mu szkodzi, kiedy niedługo potem niedokrwiści i wycieńczeni dobijają się o tran, a kobiety szczątki jego noszą na sercu jak relikwie. 
 Dumania moje o wielorybiej mości przerwał Stock[hausen]. Nam&oacute;wił on mię na wyjazd do Bazylei, gdzie wczoraj w katedrze dawano Missa solemnis Beethovena, wieloryba muzyki. Pojechałem, wprawdzie za pożyczone 25 marek, alem się tak ubawił jak za 26 własnych. Miasteczko ładne, położenie i brzegi Renu prześliczne, katedra wspaniała, muzeum ciekawe, muzyka przyzwoita. Nie słyszałem tak znakomitej akustyki. W wykonaniu było wiele błęd&oacute;w, tempa często niewłaściwe, soliści, z wyjątkiem sopranu, obskurni, a najobskurniejszy skrzypek, mimo to dzieło samo wywarło na mnie po raz już trzeci potężne wrażenie. 
 Przyjemnego także wrażenia doznałem w muzeum. Jest tam bardzo liczny i ciekawy zbi&oacute;r Holbaina, kilka rzeczy D&uuml;rera, jest i Ruisadael, Broygel, Teniers oraz kilku &bdquo;podlejszych&rdquo; Włoch&oacute;w, ale wszystko to nie zajęło mnie tyle co pięć obraz&oacute;w Boecklina. Co za fantazja piekielna, jaki oryginalny koloryt i jakie bogactwo techniki!! Przyglądając się Walce Centaur&oacute;w , dostałem w pysk [ze] zdumienia i &ndash; jak pokorny chrześcijanin &ndash; nadstawiłem krajobrazom drugi policzek. 
 Stockhausen był bardzo miły, uprzejmy i hojny. Płacił za mnie przy lada sposobności, a nawet zaprosił mię na suty obiad... do swojej kuzynki, kt&oacute;ra wcale nie ma restauracji. 
 Powr&oacute;ciłem dość wesoły, ale już dziś rano obudzono mię smutną nowiną. Moja tutejsza przyjaci&oacute;łka, poczciwa pani Gaudiot, przeniosła się w nocy do wieczności. Żal mi jej bardzo. 
 Warunki Giacomellego okropnie mię cieszą, bo są doprawdy świetne. Winszuję i... szczęść Boże! 
 Ignacy ",
1198,['Ignacy Jan Paderewski'],['Helena Górska'],Strasburg,,1886-06-01,1886-06-01,"Strasburg, [czerwiec] [18]86",Do Heleny Górskiej," W piątkowym liście zapowiedziała mi Pani stanowczo wyjazd sw&oacute;j z Paryża w sobotę, dodając przy tym, że Dziutuś na pewno przyjeżdża do Strasburga. Nie myślałem już nawet o pisaniu do Państwa, bo zdawało mi się, że list nie przyszedłby na czas, uprzedziwszy tylko moją &bdquo;babę&rdquo; o przybyciu nowego lokatora, wyruszyłem wczoraj na kolej. Chodziłem na spotkanie dwu pociąg&oacute;w, ale, jak się Pani domyśla, nie widziałem ani Dziutusiowego kapelusza. 
 List dzisiejszy bardzo mię ucieszył, bo bez wątpienia Dziutuś lepiej wyjdzie, udając się na całe lato do Biarritz lub Berg, gdzie i będzie miał piękną naturę, świeże powietrze i zarobi trochę pieniędzy, niż gdyby miał ze mną przebyć kilka tygodni w nieznośnym Strasburgu. Swoją drogą smutno mi niezmiernie, że już tutaj nikogo z moich bliskich nie zobaczę. Zdawało mi się dawniej, że może Pani z Ciapą uda się na Strasburg, choćby dla obejrzenia pięknej katedry... Podr&oacute;ż jednak na Stras[burg] do Berlina kosztuje o kilkanaście marek drożej, ta więc marszruta nie bardzo byłaby praktyczną. Szczęśliwej drogi i do widzenia w Łękach! W sierpniu zapewne wpadnę tam bodajby na jeden dzień. 
 Roboty mam dużo jak zawsze. Zbliżają się examina &ndash; trzeba przygotowywać uczennice &ndash; wyjść z jakim takim honorkiem. 1 lipca podaję się do dymisji. Nie bardzo będą temu radzi, ale c&oacute;ż mię to obchodzi? Nie mogę przecież dla tych paruset marek, kt&oacute;rymi mają powiększyć moją pensję, marnować reszty młodości. Zmarnowałem jej już tyle. Trzy lata mi zostają do trzydziestki, chciałbym je tak przepędzić, by nie zejść bez śladu. 
 Prawdopodobnie w Berlinie zabawi Pani kilka godzin i jeżeli Pani napisze parę sł&oacute;w do M&uuml;hmi (Thurmstrasse N 2), to ona przyjdzie do Pani. Może by Pani droga zechciała jej oddać ten zegarek, obeszłoby się bez kłopot&oacute;w, ona by mi go wysłała. Co prawda, niepotrzebnie się Pani naraziła na ten wydatek. Ja bym się doskonale bez drugiego zegarka obejść potrafił. W każdym razie dziękuję z całego serca. 
 &nbsp; 
 [PS] Podczas ostatniego pobytu u Państwa zapomniałem srebrną zapalniczkę. Gdyby się ona odnalazła, to bym bardzo prosił Panią o zabranie jej ze sobą. Jeżeli nie w Berlinie, to w Łękach m&oacute;głbym ją odebrać. 
 Raz jeszcze życzę szczęśliwej drogi i przede wszystkim zdrowia i &bdquo;do widzenia&rdquo;. 
 Ciapę i Dziutusia serdecznie ściskam, pannie Marii ukłony załączam. Gdyby zn&oacute;w jaka zmiana zaszła w projektach, proszę bardzo o Dziutusia.&nbsp; ",
